InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
558902,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-07-04 16:08:00,0.85,13001,United Kingdom,10.2
569230,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-10-02 15:07:00,4.95,16533,United Kingdom,4.95
569524,23171,REGENCY TEA PLATE GREEN ,2,2011-10-04 14:42:00,1.65,14506,United Kingdom,3.3
542836,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,2011-02-01 11:31:00,1.25,16745,United Kingdom,1.25
562980,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-08-11 11:44:00,2.08,17686,United Kingdom,20.8
553737,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-05-19 08:50:00,2.55,15116,United Kingdom,15.299999999999999
545821,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-03-07 12:50:00,1.95,13001,United Kingdom,19.5
550318,21713,CITRONELLA CANDLE FLOWERPOT,4,2011-04-17 12:25:00,2.1,16085,United Kingdom,8.4
577742,21401,BLUE PUDDING SPOON,9,2011-11-21 13:41:00,0.12,13755,United Kingdom,1.08
556671,16225,RATTLE SNAKE EGGS,2,2011-06-13 16:33:00,1.25,17841,United Kingdom,2.5
544664,22935,BAKING MOULD ROSE MILK CHOCOLATE,12,2011-02-22 14:55:00,3.25,16045,United Kingdom,39.0
576644,23300,GARDENERS KNEELING PAD CUP OF TEA ,6,2011-11-16 10:01:00,3.29,15281,United Kingdom,19.740000000000002
563037,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-08-11 15:02:00,0.85,12362,Belgium,10.2
563722,22478,BIRDHOUSE GARDEN MARKER ,10,2011-08-18 16:32:00,1.25,17720,United Kingdom,12.5
561820,23204,CHARLOTTE BAG APPLES DESIGN,1,2011-07-29 16:00:00,1.63,15281,United Kingdom,1.63
573393,21993,FLORAL FOLK STATIONERY SET,12,2011-10-30 15:08:00,1.25,14158,United Kingdom,15.0
551956,22167, OVAL WALL MIRROR DIAMANTE ,2,2011-05-05 12:22:00,9.95,15021,United Kingdom,19.9
543182,21507,"ELEPHANT, BIRTHDAY CARD, ",1,2011-02-04 10:39:00,0.83,15281,United Kingdom,0.83
556917,22070,SMALL RED RETROSPOT MUG IN BOX ,36,2011-06-15 13:37:00,3.39,12415,Australia,122.04
542255,90214L,"LETTER ""L"" BLING KEY RING",1,2011-01-26 16:43:00,0.83,15281,United Kingdom,0.83
581219,22377,BOTTLE BAG RETROSPOT ,1,2011-12-08 09:28:00,4.13,15281,United Kingdom,4.13
568703,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2,2011-09-28 15:21:00,1.25,12748,United Kingdom,2.5
544409,21625,VINTAGE UNION JACK APRON,3,2011-02-18 13:32:00,6.95,16265,United Kingdom,20.85
551889,22917,HERB MARKER ROSEMARY,12,2011-05-05 09:34:00,0.65,18198,United Kingdom,7.800000000000001
544824,22823,CHEST NATURAL WOOD 20 DRAWERS,1,2011-02-24 09:32:00,125.0,17139,United Kingdom,125.0
563688,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,2011-08-18 12:41:00,0.85,16767,United Kingdom,10.2
564200,35970,ZINC FOLKART SLEIGH BELLS,1,2011-08-23 17:37:00,1.69,18018,United Kingdom,1.69
567656,21892,TRADITIONAL WOODEN CATCH CUP GAME ,4,2011-09-21 14:40:00,2.46,14096,United Kingdom,9.84
579508,20718,RED RETROSPOT SHOPPER BAG,3,2011-11-29 16:33:00,2.46,15281,United Kingdom,7.38
554837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-26 16:30:00,2.95,14584,United Kingdom,8.850000000000001
562137,23545,WRAP RED DOILEY,25,2011-08-03 10:04:00,0.42,12720,Germany,10.5
564079,22692,DOORMAT WELCOME TO OUR HOME,2,2011-08-22 15:55:00,7.95,12627,Germany,15.9
547835,21524,DOORMAT SPOTTY HOME SWEET HOME,10,2011-03-27 10:18:00,6.75,15465,United Kingdom,67.5
566290,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,2011-09-11 15:24:00,0.85,14456,United Kingdom,1.7
541219,21802,CHRISTMAS TREE HEART DECORATION,2,2011-01-14 14:06:00,0.42,15281,United Kingdom,0.84
568135,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,2011-09-23 17:04:00,1.63,15281,United Kingdom,1.63
564626,21533,RETROSPOT LARGE MILK JUG,12,2011-08-26 11:40:00,4.25,18167,United Kingdom,51.0
547226,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,3,2011-03-21 15:33:00,4.25,14167,United Kingdom,12.75
542269,22783,SET 3 WICKER OVAL BASKETS W LIDS,2,2011-01-27 09:33:00,19.95,14442,Channel Islands,39.9
540163,21879,HEARTS GIFT TAPE,24,2011-01-05 11:52:00,0.19,13089,United Kingdom,4.5600000000000005
577052,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-11-17 14:08:00,4.25,17397,United Kingdom,4.25
538351,21211,SET OF 72 SKULL PAPER  DOILIES,1,2010-12-10 15:17:00,3.83,15281,United Kingdom,3.83
566976,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-09-16 09:27:00,1.25,15382,United Kingdom,15.0
576618,15039,SANDALWOOD FAN,1,2011-11-15 17:00:00,1.63,15281,United Kingdom,1.63
562213,85099F,JUMBO BAG STRAWBERRY,3,2011-08-03 13:39:00,2.08,13975,United Kingdom,6.24
570267,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-10-10 10:13:00,2.95,12682,France,17.700000000000003
545897,85054,FRENCH ENAMEL POT W LID,1,2011-03-07 17:22:00,5.79,15281,United Kingdom,5.79
575607,22544,MINI JIGSAW SPACEBOY,1,2011-11-10 12:37:00,0.83,14096,United Kingdom,0.83
579711,22585,PACK OF 6 BIRDY GIFT TAGS,2,2011-11-30 14:17:00,1.25,15060,United Kingdom,2.5
573078,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-10-27 14:13:00,2.1,12839,United Kingdom,12.600000000000001
565427,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-09-04 12:49:00,2.95,17774,United Kingdom,2.95
551014,22991,GIRAFFE WOODEN RULER,12,2011-04-26 11:04:00,1.95,13209,United Kingdom,23.4
556237,22147,FELTCRAFT BUTTERFLY HEARTS,1,2011-06-09 15:34:00,3.29,15281,United Kingdom,3.29
558636,22673,FRENCH GARDEN SIGN BLUE METAL,7,2011-06-30 19:58:00,1.25,14702,United Kingdom,8.75
543815,82600,NO SINGING METAL SIGN,1,2011-02-13 15:18:00,2.1,17255,United Kingdom,2.1
555149,23084,RABBIT NIGHT LIGHT,2,2011-05-31 15:49:00,4.13,15281,United Kingdom,8.26
539492,22818,CARD CHRISTMAS VILLAGE,1,2010-12-20 10:14:00,0.85,15281,United Kingdom,0.85
569496,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-10-04 13:45:00,2.95,12395,Belgium,17.700000000000003
549118,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-04-06 13:18:00,4.95,14911,EIRE,14.850000000000001
555356,22725,ALARM CLOCK BAKELIKE CHOCOLATE,12,2011-06-02 13:29:00,3.75,16672,United Kingdom,45.0
536982,22524,CHILDRENS GARDEN GLOVES BLUE,2,2010-12-03 14:27:00,3.36,15281,United Kingdom,6.72
559058,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-07-06 09:49:00,2.55,12407,Belgium,45.9
550302,22283,6 EGG HOUSE PAINTED WOOD,4,2011-04-17 10:17:00,7.95,14156,EIRE,31.8
561917,23301,GARDENERS KNEELING PAD KEEP CALM ,4,2011-08-01 11:57:00,1.65,16904,United Kingdom,6.6
560433,23228,FILIGREE HEART BIRD WHITE ,5,2011-07-18 15:49:00,2.46,15281,United Kingdom,12.3
562688,22746,POPPY'S PLAYHOUSE LIVINGROOM ,3,2011-08-08 13:53:00,2.1,13869,United Kingdom,6.300000000000001
555650,22849,BREAD BIN DINER STYLE MINT,2,2011-06-06 13:48:00,16.95,14156,EIRE,33.9
575049,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,24,2011-11-08 12:13:00,0.83,12721,France,19.919999999999998
571941,23284,DOORMAT KEEP CALM AND COME IN,2,2011-10-20 10:04:00,8.25,14261,United Kingdom,16.5
550461,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1930,2011-04-18 13:20:00,2.4,15749,United Kingdom,4632.0
577341,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-11-18 15:00:00,2.1,16279,United Kingdom,25.200000000000003
578827,21015,DARK BIRD HOUSE TREE DECORATION,1,2011-11-25 14:25:00,0.83,15281,United Kingdom,0.83
568531,23503,PLAYING CARDS KEEP CALM & CARRY ON,3,2011-09-27 13:49:00,1.25,16713,United Kingdom,3.75
552952,21936,RED RETROSPOT PICNIC BAG,6,2011-05-12 12:10:00,2.95,13837,United Kingdom,17.700000000000003
543610,48138,DOORMAT UNION FLAG,4,2011-02-10 14:30:00,7.95,16425,United Kingdom,31.8
558066,21915,RED  HARMONICA IN BOX ,1,2011-06-24 15:45:00,2.46,15281,United Kingdom,2.46
544286,22788,BROCANTE COAT RACK,2,2011-02-17 12:29:00,9.95,13151,United Kingdom,19.9
538363,22174,PHOTO CUBE,6,2010-12-10 17:14:00,1.65,18016,United Kingdom,9.899999999999999
578233,22383,LUNCH BAG SUKI DESIGN ,10,2011-11-23 12:20:00,1.65,14049,United Kingdom,16.5
569079,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-30 11:45:00,4.95,14226,United Kingdom,19.8
552702,47593B,SCOTTIE DOGS BABY BIB,3,2011-05-10 16:00:00,0.83,15281,United Kingdom,2.4899999999999998
561050,23187,FRENCH STYLE STORAGE JAR BONBONS,48,2011-07-24 13:06:00,0.29,16558,United Kingdom,13.919999999999998
558888,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-07-04 15:29:00,1.25,14056,United Kingdom,15.0
577286,22069,BROWN  PIRATE TREASURE CHEST ,1,2011-11-18 12:39:00,1.65,14606,United Kingdom,1.65
546534,20719,WOODLAND CHARLOTTE BAG,10,2011-03-14 13:56:00,0.85,16150,United Kingdom,8.5
565246,22999,TRAVEL CARD WALLET VINTAGE LEAF,24,2011-09-02 10:27:00,0.42,12408,Belgium,10.08
572063,90214L,"LETTER ""L"" BLING KEY RING",1,2011-10-20 12:57:00,1.25,14606,United Kingdom,1.25
574839,23426,METAL SIGN DROP YOUR PANTS,1,2011-11-07 11:40:00,2.89,15493,United Kingdom,2.89
549127,22477,WATERING CAN GARDEN MARKER,50,2011-04-06 14:23:00,1.25,14403,United Kingdom,62.5
575603,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,4,2011-11-10 12:29:00,1.65,18125,United Kingdom,6.6
559912,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-07-13 15:04:00,3.29,14221,United Kingdom,13.16
556788,23077,DOUGHNUT LIP GLOSS ,20,2011-06-14 13:40:00,1.25,15129,United Kingdom,25.0
563924,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-08-21 14:32:00,4.15,15984,United Kingdom,4.15
567380,21039,RED RETROSPOT SHOPPING BAG,6,2011-09-20 10:06:00,2.55,12620,France,15.299999999999999
546891,21993,FLORAL FOLK STATIONERY SET,1,2011-03-17 18:18:00,2.46,15281,United Kingdom,2.46
548708,22425,ENAMEL COLANDER CREAM,3,2011-04-03 12:41:00,4.95,13269,United Kingdom,14.850000000000001
577477,22154,ANGEL DECORATION 3 BUTTONS ,48,2011-11-20 11:32:00,0.42,14157,United Kingdom,20.16
556813,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-06-14 17:28:00,3.29,15281,United Kingdom,3.29
556502,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-06-13 08:43:00,1.25,13761,United Kingdom,15.0
538071,22867,HAND WARMER BIRD DESIGN,11,2010-12-09 14:09:00,4.21,15281,United Kingdom,46.31
546973,20712,JUMBO BAG WOODLAND ANIMALS,5,2011-03-18 12:07:00,4.13,15281,United Kingdom,20.65
573486,22470,HEART OF WICKER LARGE,12,2011-10-31 11:40:00,2.95,13186,United Kingdom,35.400000000000006
544075,79321,CHILLI LIGHTS,72,2011-02-15 14:50:00,4.95,14156,EIRE,356.40000000000003
573413,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,6,2011-10-30 16:12:00,1.25,15444,United Kingdom,7.5
569677,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-10-05 14:14:00,0.83,15106,United Kingdom,9.959999999999999
575383,84836,ZINC METAL HEART DECORATION,12,2011-11-09 15:17:00,1.25,15986,United Kingdom,15.0
551546,23256,CHILDRENS CUTLERY SPACEBOY ,8,2011-05-03 09:34:00,4.15,18062,United Kingdom,33.2
551821,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-05-04 12:20:00,1.69,16942,United Kingdom,13.52
560209,22539,MINI JIGSAW DOLLY GIRL,2,2011-07-15 14:05:00,0.42,15004,United Kingdom,0.84
565232,20676,RED RETROSPOT BOWL,2,2011-09-02 09:30:00,2.46,15281,United Kingdom,4.92
546922,47566B,TEA TIME PARTY BUNTING,4,2011-03-18 09:59:00,4.95,14110,United Kingdom,19.8
555508,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-06-03 16:45:00,0.42,16880,United Kingdom,5.04
538349,21802,CHRISTMAS TREE HEART DECORATION,25,2010-12-10 14:59:00,0.43,15281,United Kingdom,10.75
575918,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,2011-11-11 16:58:00,2.49,17191,United Kingdom,4.98
569977,23533,WALL ART GARDEN HAVEN ,2,2011-10-06 19:27:00,5.95,14702,United Kingdom,11.9
556484,23102,SILVER HEARTS TABLE DECORATION,6,2011-06-12 13:17:00,0.83,16938,United Kingdom,4.9799999999999995
546896,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-03-17 18:24:00,5.79,15281,United Kingdom,5.79
551054,23053,RECYCLED ACAPULCO MAT PINK,2,2011-04-26 11:44:00,8.25,12429,Austria,16.5
541424,22346,PARTY PIZZA DISH GREEN POLKADOT,2,2011-01-17 17:57:00,0.42,15281,United Kingdom,0.84
539263,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,2010-12-16 14:36:00,1.49,16560,United Kingdom,17.88
539492,22630,DOLLY GIRL LUNCH BOX,3,2010-12-20 10:14:00,4.21,15281,United Kingdom,12.629999999999999
544931,22968,ROSE COTTAGE KEEPSAKE BOX ,8,2011-02-24 18:59:00,8.5,13501,Switzerland,68.0
581164,21899,GARAGE KEY FOB,4,2011-12-07 14:34:00,0.65,14395,United Kingdom,2.6
555835,23175,REGENCY MILK JUG PINK ,4,2011-06-07 12:34:00,3.25,14525,United Kingdom,13.0
572843,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-10-26 12:06:00,2.89,14315,United Kingdom,34.68
537646,21616,4 PEAR BOTANICAL DINNER CANDLES,1,2010-12-07 15:39:00,3.75,17591,United Kingdom,3.75
568539,22934,BAKING MOULD EASTER EGG WHITE CHOC,6,2011-09-27 14:07:00,2.95,13016,United Kingdom,17.700000000000003
537159,22684,FRENCH BLUE METAL DOOR SIGN 9,1,2010-12-05 13:17:00,1.25,14527,United Kingdom,1.25
538418,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2010-12-12 12:00:00,2.95,17372,United Kingdom,11.8
577312,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-11-18 13:18:00,2.08,17049,United Kingdom,20.8
580671,22464,HANGING METAL HEART LANTERN,24,2011-12-05 14:26:00,0.79,15159,United Kingdom,18.96
541104,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-01-13 14:29:00,10.79,15281,United Kingdom,21.58
576857,22386,JUMBO BAG PINK POLKADOT,1,2011-11-16 15:52:00,2.08,12748,United Kingdom,2.08
563549,21424,WOODLAND STORAGE BOX LARGE ,1,2011-08-17 12:34:00,6.63,15281,United Kingdom,6.63
568719,35646,VINTAGE BEAD PINK EVENING BAG,2,2011-09-28 16:19:00,2.46,15281,United Kingdom,4.92
554362,22840,ROUND CAKE TIN VINTAGE RED,1,2011-05-24 10:17:00,7.95,17811,United Kingdom,7.95
551564,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-03 10:56:00,2.95,16609,United Kingdom,17.700000000000003
566602,DOT,DOTCOM POSTAGE,1,2011-09-13 16:05:00,226.37,15281,United Kingdom,226.37
576618,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-11-15 17:00:00,3.29,15281,United Kingdom,6.58
576345,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-11-14 15:37:00,4.95,12374,Austria,14.850000000000001
565434,85199L,LARGE HANGING IVORY & RED WOOD BIRD,10,2011-09-04 13:35:00,0.65,12867,United Kingdom,6.5
550638,85132A,CHARLIE + LOLA BISCUITS TINS,1,2011-04-19 15:44:00,5.79,15281,United Kingdom,5.79
575319,21888,BINGO SET,4,2011-11-09 13:26:00,3.75,14836,United Kingdom,15.0
556063,21469,POLKA DOT RAFFIA FOOD COVER,1,2011-06-08 14:09:00,3.75,14587,United Kingdom,3.75
559027,21749,LARGE RED RETROSPOT WINDMILL,48,2011-07-05 14:24:00,1.85,17046,United Kingdom,88.80000000000001
538198,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6,2010-12-10 11:01:00,4.95,17827,United Kingdom,29.700000000000003
559921,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-07-13 15:42:00,2.95,13667,United Kingdom,2.95
576837,23340,VINTAGE CHRISTMAS CAKE FRILL,2,2011-11-16 15:16:00,3.29,15281,United Kingdom,6.58
546682,47566,PARTY BUNTING,4,2011-03-16 08:31:00,4.95,12994,United Kingdom,19.8
571640,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-18 12:01:00,0.95,17203,United Kingdom,0.95
570113,22809,SET OF 6 T-LIGHTS SANTA,36,2011-10-07 12:31:00,2.55,15874,United Kingdom,91.8
550471,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2,2011-04-18 13:52:00,2.46,15281,United Kingdom,4.92
554261,23149,ANTIQUE IVORY WIRE BOWL SMALL,1,2011-05-23 12:32:00,2.49,16033,United Kingdom,2.49
540473,22292,HANGING CHICK  YELLOW DECORATION,3,2011-01-07 14:31:00,1.45,17284,United Kingdom,4.35
555352,85099F,JUMBO BAG STRAWBERRY,200,2011-06-02 12:46:00,1.79,15838,United Kingdom,358.0
551533,21476,STEEL SWEETHEART ROUND TABLE CREAM,1,2011-05-01 14:58:00,14.95,15407,United Kingdom,14.95
570792,22966,GINGERBREAD MAN COOKIE CUTTER,20,2011-10-12 12:01:00,1.25,12709,Germany,25.0
548565,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-04-01 10:23:00,1.95,16180,United Kingdom,19.5
539255,21071,VINTAGE BILLBOARD DRINK ME MUG,12,2010-12-16 14:26:00,1.25,16316,United Kingdom,15.0
575969,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,4,2011-11-13 12:47:00,2.95,13571,United Kingdom,11.8
559923,22027,TEA PARTY BIRTHDAY CARD,2,2011-07-13 16:07:00,0.83,15281,United Kingdom,1.66
544464,84226,HEN HOUSE W FAMILY IN BARN & NEST,3,2011-02-20 14:38:00,0.85,17323,United Kingdom,2.55
580720,22338,STAR DECORATION PAINTED ZINC ,6,2011-12-05 16:55:00,0.19,14629,United Kingdom,1.1400000000000001
573155,23323,WHITE WICKER STAR ,6,2011-10-28 08:34:00,2.1,13632,United Kingdom,12.600000000000001
541969,22718,CARD CAT AND TREE ,3,2011-01-24 13:46:00,0.83,15281,United Kingdom,2.4899999999999998
547243,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-03-21 16:59:00,2.55,17231,United Kingdom,2.55
555845,22617,BAKING SET SPACEBOY DESIGN,1,2011-06-07 13:19:00,4.95,17015,United Kingdom,4.95
561217,23051,RECYCLED ACAPULCO MAT BLUE,1,2011-07-25 17:09:00,16.63,15281,United Kingdom,16.63
560504,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2011-07-19 11:47:00,2.55,13081,United Kingdom,15.299999999999999
573381,85034C,3 ROSE MORRIS BOXED CANDLES,2,2011-10-30 14:05:00,1.25,17590,United Kingdom,2.5
575694,22978,PANTRY ROLLING PIN,1,2011-11-10 16:38:00,3.75,12748,United Kingdom,3.75
552963,21975,PACK OF 60 DINOSAUR CAKE CASES,12,2011-05-12 12:57:00,0.55,16743,United Kingdom,6.6000000000000005
573340,23321,SMALL WHITE HEART OF WICKER,5,2011-10-30 11:55:00,1.65,14159,United Kingdom,8.25
548894,22469,HEART OF WICKER SMALL,1,2011-04-04 16:01:00,1.65,15281,United Kingdom,1.65
543183,22215,CAKE STAND WHITE TWO TIER LACE,2,2011-02-04 11:13:00,8.5,14560,United Kingdom,17.0
556244,23104,IVORY CAFE HANGING LAMP ,1,2011-06-09 16:08:00,12.5,15867,United Kingdom,12.5
559289,22381,TOY TIDY PINK POLKADOT,3,2011-07-07 12:22:00,2.1,15719,United Kingdom,6.300000000000001
580553,23304,SET 4 PICNIC CUTLERY CHERRY ,12,2011-12-05 10:14:00,1.95,12646,USA,23.4
579692,23004,TRAVEL CARD WALLET PANTRY,48,2011-11-30 14:05:00,0.42,12433,Norway,20.16
547108,20685,DOORMAT RED RETROSPOT,1,2011-03-21 11:36:00,7.95,14659,United Kingdom,7.95
574484,23201,JUMBO BAG ALPHABET,10,2011-11-04 12:50:00,2.08,14388,United Kingdom,20.8
540014,21654,RIDGED GLASS FINGER BOWL,1,2011-01-04 11:34:00,1.45,14606,United Kingdom,1.45
539434,22423,REGENCY CAKESTAND 3 TIER,1,2010-12-17 14:41:00,25.49,15281,United Kingdom,25.49
560576,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-19 14:59:00,4.95,17287,United Kingdom,19.8
580113,23083,SET 6 PAPER TABLE LANTERN STARS ,12,2011-12-01 16:05:00,3.75,14766,United Kingdom,45.0
554956,48187,DOORMAT NEW ENGLAND,1,2011-05-27 15:17:00,12.46,15281,United Kingdom,12.46
561515,35916A,YELLOW FELT HANGING HEART W FLOWER,1,2011-07-27 15:16:00,0.63,15281,United Kingdom,0.63
569852,22940,FELTCRAFT CHRISTMAS FAIRY,4,2011-10-06 14:17:00,4.25,13771,United Kingdom,17.0
559338,21244,BLUE POLKADOT PLATE ,2,2011-07-07 16:30:00,3.29,15281,United Kingdom,6.58
559557,23173,REGENCY TEAPOT ROSES ,2,2011-07-11 10:33:00,9.95,17444,Canada,19.9
566495,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,3,2011-09-13 11:14:00,1.25,15529,United Kingdom,3.75
562615,82494L,WOODEN FRAME ANTIQUE WHITE ,4,2011-08-08 12:20:00,2.95,16458,United Kingdom,11.8
569718,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-10-06 09:01:00,2.08,15837,United Kingdom,20.8
574911,22593,CHRISTMAS GINGHAM STAR,12,2011-11-07 15:49:00,0.85,14073,United Kingdom,10.2
552231,15036,ASSORTED COLOURS SILK FAN,36,2011-05-06 15:47:00,0.83,17364,United Kingdom,29.88
546543,35653,VINTAGE BEAD NOTEBOOK,1,2011-03-14 15:40:00,2.95,17841,United Kingdom,2.95
563938,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-22 09:21:00,1.45,18144,United Kingdom,232.0
561488,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2011-07-27 13:51:00,9.95,16609,United Kingdom,19.9
544591,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-02-21 15:20:00,9.95,13044,United Kingdom,19.9
540848,22801,ANTIQUE GLASS PEDESTAL BOWL,1,2011-01-12 09:26:00,7.62,15281,United Kingdom,7.62
539436,22136,LOVE HEART SOCK HANGER,1,2010-12-17 14:49:00,3.36,15281,United Kingdom,3.36
554491,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-05-24 13:50:00,1.25,14606,United Kingdom,1.25
581400,23252,VINTAGE RED ENAMEL TRIM JUG ,1,2011-12-08 13:36:00,3.75,14056,United Kingdom,3.75
553549,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-05-17 16:09:00,15.79,15281,United Kingdom,15.79
572035,23157,SET OF 6 NATIVITY MAGNETS ,120,2011-10-20 12:03:00,1.85,14646,Netherlands,222.0
567062,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,2011-09-16 11:48:00,0.39,16108,United Kingdom,9.36
552563,23182,TOILET SIGN OCCUPIED OR VACANT,24,2011-05-10 11:54:00,0.83,17597,United Kingdom,19.919999999999998
548496,22562,MONSTERS STENCIL CRAFT,60,2011-03-31 13:40:00,1.25,12678,France,75.0
552277,23077,DOUGHNUT LIP GLOSS ,20,2011-05-08 12:34:00,1.25,13642,United Kingdom,25.0
541993,22470,HEART OF WICKER LARGE,1,2011-01-25 09:37:00,5.79,15281,United Kingdom,5.79
580137,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2011-12-01 19:54:00,2.95,17566,United Kingdom,11.8
568201,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1,2011-09-25 14:58:00,2.1,14712,United Kingdom,2.1
545978,22228,BUNNY WOODEN PAINTED WITH BIRD ,3,2011-03-08 12:19:00,0.85,13975,United Kingdom,2.55
545216,22842,BISCUIT TIN VINTAGE RED,1,2011-02-28 16:50:00,13.29,15281,United Kingdom,13.29
564825,85049H,URBAN BLACK RIBBONS ,1,2011-08-30 12:26:00,0.83,15281,United Kingdom,0.83
547249,21846,PINK DIAMANTE PEN IN GIFT BOX,1,2011-03-22 09:27:00,4.13,15281,United Kingdom,4.13
574732,22621,TRADITIONAL KNITTING NANCY,12,2011-11-06 15:11:00,1.65,13523,United Kingdom,19.799999999999997
537370,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-12-06 12:44:00,0.95,13155,United Kingdom,1.9
549123,22674,FRENCH TOILET SIGN BLUE METAL,12,2011-04-06 14:02:00,1.25,15201,United Kingdom,15.0
575728,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-10 19:40:00,0.29,14911,EIRE,6.959999999999999
573585,22457,NATURAL SLATE HEART CHALKBOARD ,7,2011-10-31 14:41:00,5.79,15281,United Kingdom,40.53
541683,84375,SET OF 20 KIDS COOKIE CUTTERS,7,2011-01-20 15:01:00,2.1,14085,United Kingdom,14.700000000000001
537237,22920,HERB MARKER BASIL,1,2010-12-06 09:58:00,1.66,15281,United Kingdom,1.66
549554,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-04-10 12:36:00,2.55,16779,United Kingdom,15.299999999999999
554310,21242,RED RETROSPOT PLATE ,4,2011-05-23 15:25:00,3.29,15281,United Kingdom,13.16
560650,21889,WOODEN BOX OF DOMINOES,4,2011-07-20 11:38:00,1.25,15529,United Kingdom,5.0
547416,84678,CLASSICAL ROSE SMALL VASE,6,2011-03-23 10:15:00,2.55,15410,United Kingdom,15.299999999999999
571676,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,2,2011-10-18 13:29:00,0.85,16910,United Kingdom,1.7
575221,79321,CHILLI LIGHTS,4,2011-11-09 11:25:00,5.75,12949,United Kingdom,23.0
568531,22027,TEA PARTY BIRTHDAY CARD,12,2011-09-27 13:49:00,0.42,16713,United Kingdom,5.04
551134,21136,PAINTED METAL PEARS ASSORTED,24,2011-04-26 13:02:00,1.69,16729,United Kingdom,40.56
575138,84970s,HANGING HEART ZINC T-LIGHT HOLDER,4,2011-11-08 15:24:00,2.08,15281,United Kingdom,8.32
